idx,id,stratum,source_entity,target_entity,qual_score,independent_sources,evidence_excerpt,core120b_decision,core120b_conf,core120b_rationale,slm8b_decision,slm8b_conf,slm8b_rationale,nemotron_decision,nemotron_conf,nemotron_rationale,gptoss_decision,gptoss_conf,gptoss_rationale
190,e1e3a3de-46b0-4a4c-a5eb-56645edec07b,S4_top,Europe,Yamal,0.5994,2,EU Lawmakers Urge Denmark’s Fayard to Halt Servicing of Russian Arctic LNG Fleet — More than 100 lawmakers from the European Parliament and national legislatures across Europe have called on Denmark’s Fayard shipyard to immediately stop servicing specialized LNG carriers that transport Russian Arcti,REJECT,,No direct link between Europe and Yamal fleet.,LocatedIn,0.85,EU lawmakers urge Denmark to stop servicing Russian Arctic LNG fleet,HostileTo,0.7,EU lawmakers urge halt to servicing Russian Arctic LNG fleet,HostileTo,0.6,EU pressure to halt service of Yamal LNG fleet
191,e3b9783c-0ca2-4198-8951-2a8ef82de086,S4_top,Iran,Senate Appropriations Committee,0.5576,2,Under fire on Capitol Hill: Hegseth faces bipartisan scrutiny over Iran war — TEHRAN – US Defense Secretary Pete Hegseth came under intense bipartisan scrutiny during a contentious Senate Appropriations Committee hearing as lawmakers challenged the Trump administration's strategy in the war against ,REJECT,,Iran not directly related to US Senate committee.,PartyTo,0.85,US Defense Secretary Hegseth faces bipartisan scrutiny over Iran war,HostileTo,0.7,Committee scrutinized US strategy in war against Iran,REJECT,,"Committee hearing mentions Iran, no directed A→B action"
192,e4db116d-ba51-4dde-9b31-d207c9aa6b4a,S4_top,CENTCOM,Navy,0.7531,3,"US redirected 24 ships since start of Iran’s maritime blockade — CENTCOM — The US military also reports that a Navy P-8 Poseidon specialized reconnaissance aircraft has been monitoring regional waters co_mentioned: P-8 Poseidon, United States",ConductedVia,0.7,CENTCOM directs Navy assets for regional monitoring,SuppliesWeaponsTo,0.85,CENTCOM controls Navy ships,OperatesIn,0.85,CENTCOM oversees Navy operations in regional waters per evidence,REJECT,,Only co-mentioned; no explicit command relationship stated.
193,e916f3fd-1aa1-4b2b-96fa-cbe30dc29ac5,S4_top,Finland,Zelensky,0.5753,2,"Zelensky seeks to provoke World War III by attacking Iranian ships — Finnish politician — Armando Mema believes Iran can take retaliatory measures in accordance with international law co_mentioned: Armando Mema, Iran, World War III",REJECT,,Finland and Zelensky only co‑mentioned in commentary,REJECT,,No direct relationship between Finland and Zelensky,REJECT,,No meaningful relationship; co-mention in speculative claim only,REJECT,,Finland and Zelensky merely appear together in commentary.
194,e98482af-a1f6-47a0-83b8-3156fda4a433,S4_top,United States,earlier this month,0.5825,2,"Trump administration signs commercial nuclear deal with Saudi Arabia — The agreement gives American companies priority access to nuclear reactors and fuel to Saudi Arabia. It's expected to last decades and be worth billions of dollars. co_mentioned: Chris Wright, Saudi Arabia, Trump, the Oval Office",REJECT,,Entity B not a valid target; no relationship,OperatesIn,0.85,US signs commercial nuclear deal with Saudi Arabia,REJECT,,"Entity B is a time phrase, not an entity; no relationship possible",REJECT,,Entity B is not a valid entity; no relationship.
195,ea01bf7c-f89b-4b5c-9fd8-5c1742ebbda9,S4_top,Amboseli,Kenya,0.7018,4,"Kenya: UGM Demands Independent Probe Into 'Cyanide Poisoning' After Amboseli Elephant Deaths — [Capital FM] Nairobi -- The United Green Movement (UGM) has called for an independent investigation into the alleged ""cyanide poisoning"" of elephants in the Amboseli ecosystem, urging authorities to tighte",LocatedIn,0.9,Amboseli ecosystem lies within Kenya,LocatedIn,0.85,Kenya: UGM Demands Independent Probe Into 'Cyanide Poisoning' After Amboseli Elephant Deaths,LocatedIn,0.85,Amboseli ecosystem is located within Kenya per evidence,LocatedIn,0.9,Amboseli ecosystem is geographically within Kenya.
196,ecbf7df6-34e9-47d5-ae2a-b2c7f94ca6da,S4_top,Khuzestan Province,Mohammad Reza Mavalizadeh,0.6418,3,"Iran-Iraq bond remains unbreakable: Official — Chazabeh, IRNA — The connection between the Iranian and Iraqi nations, forged through their shared devotion to Imam Hossein (PBHU), remains unbreakable, the Governor of Iran’s southwestern Khuzestan Province, Mohammad Reza Mavalizadeh, has said. co_ment",LeaderOf,0.9,Mavalizadeh is governor of Khuzestan Province,LeaderOf,0.85,"Iran’s southwestern Khuzestan Province, governed by Mohammad Reza Mavalizadeh",LeaderOf,0.85,Governor leads Khuzestan Province per evidence,LeaderOf,0.9,Mavalizadeh is governor of Khuzestan Province.
197,f383ad19-6c9e-4bdf-8d29-2d2d4906ffe2,S4_top,Boris Nadezhdin,France,0.5979,2,[**Anti-war politician and Kremlin critic Boris Nadezhdin flees Russia for France**](https://f24.my/C5W8.g) Kremlin critic and anti-war politician Boris Nadezhdin – who openly criticised President Vladimir Putin and Moscow's Ukraine offensive – said Monday he had fled Russia for Paris. Nadezhdin was,LocatedIn,0.75,Nadezhdin fled Russia and is now in France,HostileTo,0.85,Boris Nadezhdin flees Russia for France,LocatedIn,0.85,Individual fled to and is located in France per evidence,LocatedIn,0.8,Nadezhdin fled Russia and is now residing in France.
198,f4489593-8dfc-4301-a435-c934effe8e0d,S4_top,Hong Kong,United Kingdom,0.6323,2,"British woman jailed for blackmail after accusing banker of rape in Hong Kong — Isabel Rose was convicted of trying to extort £100,000 from the UK banker and perverting the course of justice. co_mentioned: Isabel Rose",REJECT,,Only a UK banker mentioned; no HK‑UK relationship,LocatedIn,0.85,British woman jailed for blackmail after accusing banker of rape in Hong Kong,AffiliatedWith,0.6,Hong Kong involved UK legal case; historical/legal affiliation inferred,REJECT,,Hong Kong and UK only co‑mentioned in criminal case.
199,f713848c-30ef-46da-8f87-f618384530f7,S4_top,Israel,Slovenia,0.6072,2,"Israel’s unbeaten U18 run ends against Slovenia, but World Cup hopes remain alive — <img align=""right"" alt=""ISRAEL FORWARD David Moses follows through on a shot during the blue-and-white"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/q_auto/c_fill,g_faces:center,h_582,w_825/732209"" /><b",REJECT,,Sports match; no substantive Israel‑Slovenia link,REJECT,,No direct relationship between Israel and Slovenia,CoOccursWith,0.85,Sports match occurred between teams per evidence,REJECT,,Mentioned together in sports context; no substantive link.
